1,1,World Wide Web and satellite television are examples of mass media.,True (Incorrect),False (Correct)
1,2,"The Corporation for Public Broadcasting was created by the federal government in 1967 as a private, nonprofit corporation.",True (Correct),False
7,10,"Quick poll is an offline poll that is asked of a representative, self-selected sample of respondents.",True (Incorrect),False (Correct)
7,11,Closed-ended questions allow respondents to reply to a question in their own words.,True (Incorrect),False (Correct)
7,12,Quick polls do not conform to the established protocols for conducting scientific polls.,True (Correct),False
7,13,"_____ is an informal poll, often used to gauge opinions about candidates, that is administered haphazardly and without attention to proper sampling methods.",Straw poll (Correct),Quick poll,Public opinion poll,Robo-poll,Push poll
7,14,People are included in a quota sample _____.,by using random selection techniques (Incorrect),based on demographic categories (Correct),by using independent observations from the population,by assuring equal chance for everyone,based on the rule of independent sampling
7,15,_____ is a method of selecting survey participants at random.,Convenient sampling (Incorrect),Judgmental sampling,Acceptance sampling,Cluster sampling,Probability sampling (Correct)
7,16,Which of the following statements best describes quick polls?,They are offline surveys. (Incorrect),They have one or two questions. (Correct),They are representative samples.,They use random sampling techniques.,They use unwilling individuals to answer the questionnaire.
7,17,Which of the following is an example of an open-ended question?,Choose the number of times you visited this shop before. (Incorrect),Choose the product that you liked the most.,How often do you visit a shopping mall in a week?,Describe your shopping experience with us. (Correct),Identify the product that you disliked the most.
7,18,_____ refers to a questionnaire typically administered by academic or government researchers to a representative sample people drawn from a larger population.,Index (Incorrect),Survey (Correct),Directory,Quota,Sample
7,19,Which of the following is conducted by phone using a recorded voice to ask the question and requiring respondents to answer by pressing the touch pad on their telephones?,Push polling (Incorrect),Digital polling,Gallup polling,Exit polling,Robo-polling (Correct)
7,20,Which of the following is a valid observation about convenience sampling?,It is a scientific method of sampling. (Incorrect),It is not used to conduct quick polls.,Respondents to the sampling are self-selected. (Correct),It is a sampling technique used to obtain indiscriminate samples.,It is the most preferred sampling method in large researches.
7,21,Which of the following polls is not a legitimate poll and is designed to influence respondents’ opinions about candidates and issues through leading questions?,Digital poll (Incorrect),Exit poll,Push poll (Correct),Gallup poll,Robo poll
7,22,Which of the following is a valid observation about focus groups?,They are not useful in understanding the group dynamics behind public opinion. (Incorrect),They can reveal when people are influenced by the opinions of others. (Correct),They function without facilitators or mediators.,They are not used in intense campaigns such as election campaigns.,They involve observation and do not require any involvement from the researcher.
7,23,An opinion leader is a broker who imparts information about politics and government to other people.,True (Correct),False
7,24,Which of the following terms refers to a broker who imparts information about politics and government to other people?,Opinion leader (Correct),Gatekeeper,Evaluator,Information seeker,Harmonizer
7,25,Echo chamber refers to the _____.,idea that people pay attention to media that conforms to their ideological views (Correct),idea that researches conducted in an assembly hall will be biased,biased information received during a research,the conclusions obtained from a focus group discussion,the hollowness of the information obtained from a research
8,1,Voting to elect representatives is a support activity of political involvement.,True (Incorrect),False (Correct)
8,2,Symbolic participation refers to habitual acts that show support for or dissatisfaction with the political system.,True (Correct),False
8,3,Civil society is dependent on social networks that form between friends and associates.,True (Correct),False
8,4,_____ refers to the actions that are directed explicitly toward influencing the distribution of social goods and values.,Political learning (Incorrect),Political socialization,Political support,Political participation (Correct),Political involvement
8,5,Which of the following actions is a support activity in politics?,Organizing a political campaign to support women (Incorrect),Contesting an election for membership in the House of Representatives,Working as a lobbying agent,Voting in an election,Participating in events associated with social causes (Correct)
8,6,Which of the following is an example of symbolic participation in politics?,Obtaining membership of a political party (Incorrect),Saluting national flag daily in office (Correct),Voting in elections,Contesting elections,Participating in events associated with causes
8,7,Which of the following is a necessary qualification for voting in the United States?,The voter must have stayed in the United States for more than ten years. (Incorrect),The voter should have completed 21 years of age.,The voter should fulfill the residency requirements of the state. (Correct),The voter should have obtained a letter of consent from his parents.,The voter should own property within the United States.
8,8,"During the civil rights movement, African Americans sat in whites-only sections of public busses. This act of disobedience is an example of a(n) _____.",protest (Correct),domestic campaign,legal strike,mutiny,passive strike
8,9,Political efficacy refers to the responsibility of a citizen to take part in community life.,True (Incorrect),False (Correct)
8,10,Political socialization refers to the _____.,responsibility of a citizen to take part in community life (Incorrect),"active and passive, formal and informal ways in which people mature politically","process by which people acquire their political beliefs, attitudes, and actions (Correct)",process of imparting political orientation through external agents,process of losing faith in the integrity of the political system and processes
8,11,Which of the following terms refers to the responsibility of a citizen to take part in community life?,Political legitimacy (Incorrect),Political learning,Rule of law,Political efficacy,Civic duty (Correct)
8,12,An individual believes that he can make a difference to politics. This shows a strong sense of _____.,political legitimacy (Incorrect),civic Duty,rule of law,political efficacy (Correct),social learning
8,13,People between the ages of thirty-five and sixty-five are usually the most politically active.,True (Correct),False
8,14,Which of the following is the reason for the strong impact that education has on political participation?,Most political campaigns are targeted at students. (Incorrect),Women are more educated than the men.,Education provides people with background knowledge. (Correct),Most of the students are in their impressionable years.,The population is comprised of more educated people than uneducated.
8,15,What was the underlying purpose of introducing literacy tests for voting in the United States?,Denying blacks the right to vote (Correct),Reducing the economic divide in the nation,Uplifting the minorities,Enhancing democratic activities,Increasing literacy within the United States
8,16,Poll taxes refer to _____.,tax imposed on people who do not participate in important polls (Incorrect),the fees paid by the state governments to national government to conduct polls,the portion of income tax revenue used to conduct elections,the fees that had to be paid before a citizen could register to vote (Correct),the fraction of total revenue used by governments to conduct polls
8,17,A social movement will not have a formal and enduring organizational structure.,True (Incorrect),False (Correct)
8,18,Which of the following statements is true of social movements?,A social movement has a formal and enduring organizational structure. (Correct),Social movements lack communication networks.,A social movement will not have recognized leaders.,Social movements will comprise people with dissimilar problems.,Movement participants assume that collective action could be detrimental.
8,19,The abolitionist movement of the mid-1800s sought to:,empower American Indians. (Incorrect),end slavery. (Correct),protect the right to religion.,empower women.,enact the supremacy clause.
8,20,Minority citizens were not truly enfranchised until the passage of the _____.,Americans with Disabilities Act of 1990 (Incorrect),Educational Equity Act of 1974,Uniform Exemptions Act of 1976,Judiciary Act of 1802,Civil Rights Act of 1964 (Correct)
8,21,What was the initial goal of the women’s movement?,Obtaining equal job opportunities (Incorrect),Seeking affirmation action in favor of women,Seeking women’s suffrage (Correct),Obtaining better social security,Seeking educational opportunities as men
8,22,The Americans with Disabilities Act guarantees that _____.,handicapped individuals will be given equal rights for employment in all types of private and public jobs (Incorrect),no individual will be excluded from the benefits of any program that received public funding because of a handicap (Correct),disabled individuals will be given equal rights for employment in all types of public jobs,the physically disabled citizens of the United States will be given preference over other candidates for public-sector jobs,a certain percentage of all public sector jobs will be reserved for disabled individuals.
8,23,Spiral of cynicism refers to a cycle of distrust of government and politics created by the media’s scandal-ridden coverage of government and politics.,True (Correct),False
8,24,A virtuous circle refers to the _____.,people who occupy governmental positions and powers (Incorrect),political interest and engagement stimulated by the media (Correct),group of individuals who actively participate in politics,wealthy individuals who control politics without any direct involvement,overall benefits of belonging to the united states
8,25,Which of the following statements describes the concept of bowl alone?,Television is making Americans a nation of watchers rather than doers. (Correct),Presence of powerful media is beneficial for a nation’s growth.,Government should not use media to promote its activities.,Printed media is more significant in influencing people than other media.,Traditional media is more powerful than modern media in communicating public policies.
9,1,People who earn an income by running interest groups are called interest group entrepreneurs.,True (Incorrect),False (Correct)
9,2,Free-rider problem refers to a situation in which people can benefit from an interest group’s accomplishments without joining it.,True (Correct),False
9,3,Interest groups use political action committees as a means to raise funds and contribute to candidates in federal elections.,True (Correct),False
9,4,Interest groups _____.,are intermediaries linking people to government (Correct),contribute to social welfare and earn income at the same time,are organizations that distribute surplus funds to owners or shareholders,are required to have a significant investment by the government,contribute a significant part of their funds to the government
9,5,Labor unions and trade associations are examples of _____ interest groups.,societal (Incorrect),ideological,public,government,economic (Correct)
9,6,"_____ interest groups work for widely accepted concepts of the common good, such as the family, human rights, and consumers.",Economic (Incorrect),Societal,Ideological,Public (Correct),Government
9,7,Interest group entrepreneurs are _____.,entrepreneurs who engage in social welfare activities (Incorrect),people who see the need for and create an interest group (Correct),large businesses that act in a way that is beneficial to the society,businesses that promote activities of national interest,people who donate funds to societal and ideological interest groups
9,8,Free-rider problem is a situation in which people _____.,can benefit from an interest group’s accomplishments without joining it (Correct),have to be paid in order to join an interest group,hesitate to join an interest whose membership is open to everyone,expect special benefits and offers from established interest groups.,governing the interest groups abstain from paying membership fees and enjoy a free ride.
9,9,A(n) _____ incentive leads people voluntarily to join and contribute money to a group because they want to help the group achieve its goals.,purposive (Correct),solidary,acquaintance,material,financial
9,10,The Institute of Electrical and Electronics Engineers (IEEE) is a professional association dedicated to advancing technological innovation related to electricity. Many young professionals join this organization with hopes of interacting with likeminded individuals. Which of the following kind of incentives is attracting these young professionals?,Purposive (Incorrect),Authoritative,Solidary (Correct),Material,Financial
9,11,Which of the following is the major purpose of political action committees formed by interest groups?,Using political influence to initiate actions that are beneficial to the group (Incorrect),Raising funds for socially beneficial campaigns,Generating funds for the functioning of the group,Generating profit for the members of the group,Raising funds and contributing to candidates in elections (Correct)
9,12,Grassroots lobbying refers to the policy of influencing policy decisions through legal proceedings.,True (Incorrect),False (Correct)
9,13,_____ are representatives of interest groups who try to influence public officials.,Activists (Incorrect),Pundits,Lobbyists (Correct),Affiliates,Associates
9,14,Lobbyists need access to policymakers in order to make their cases. Access in this case refers to the opportunity to _____.,meet with and communicate with policymakers. (Correct),be a part of the policymaking committee,avail all the information that the policymakers have access to,have the policymakers obligated to share information with them,illegitimate contacts with the policymakers
9,15,Which of the following is a valid observation about grassroots lobbying?,This strategy is not typically pursued by interest groups. (Incorrect),This strategy is not used by groups for major public policy issues such as the minimum wage.,Lobbyists in this case will have a thin involvement with the officials being influenced.,It involves influencing elected officials by having their constituents contact them. (Correct),Grassroots lobbying is driven by court decisions in favor of the lobbyists.
9,16,The 1995 Lobbying Disclosure Act required lobbying firms and lobbyists to:,register with Congress. (Correct),file reports four times a year.,terminate their operations.,pay higher income taxes.,stop giving trivial gifts to legislators.
9,17,The status and distribution of an interest group’s members contribute to its success.,True (Correct),False
9,18,The theory of pluralism advocates the idea that competition among interest groups is harmful to the government and nation.,True (Incorrect),False (Correct)
9,19,Which of the following is a valid observation of Interest groups?,The status and distribution its members are not important to the success of an Interest group. (Incorrect),Majority of the lobbying by interest groups is intended to create new policies.,"Legislation enacted over the opposition of interest groups, tends to be stronger than others.",Solitary interest groups are better positioned to influence legislations than a coalition of groups.,"Successful interest groups have prestige, respected leadership, political skills, and ample finances. (Correct)"
9,20,Iron triangles are _____.,governmental organizations that are formed to implement governmental policies (Incorrect),independent governmental committees formed to mediate negotiations between government and interest groups,companies that attempt to influence interests groups,entities that dominate policymaking in a policy area oftentimes with little visibility (Correct),groups of companies that form an interest group to solve a common problem
9,21,Which of the following statements describes the theory of pluralism?,Presence of multiple interest groups will strengthen lobbying and it will weaken the policies formed. (Incorrect),Competition among interest groups produces compromise and balance among competing policy preferences. (Correct),Abundance of interest groups is a negative sign for a democratic nation.,When there are multiple groups some might dominate areas where their interests are paramount and suppress others.,People do not encourage negotiation and compromise when they belong to several interest groups.
9,22,How does overlapping membership rectify the demerits of pluralism?,It reduces the extent of lobbying in policymaking. (Incorrect),It makes a few members more powerful than the others.,It limits any one group from dominating others. (Correct),It gives a warning to the government of the possible lobbying.,It weakens the atmosphere of lobbying within the nation.
9,23,"Public relations refer to the techniques designed to promote an interest group’s activities, image, and policy preferences positively.",True (Correct),False
9,24,"Which of the following terms refers to the techniques designed to promote an interest group’s activities, image, and policy preferences positively?",Fundamental lobbying (Incorrect),Membership overlapping,Grassroots lobbying,Public relations (Correct),Commercialization
9,25,Which of the following is a major reason why most interest groups do not engage in advocacy campaigns?,Media coverage is not crucial to the success of interest groups. (Incorrect),They lack sufficient funds to advertise. (Correct),Use of advertisements has failed in the past.,Advent of the Internet reduced the significance of advocacy campaigns.,Most interest groups engage in public relations campaigns.
10,1,The Progressive Movement supported the existence of a strong party system.,True (Incorrect),False (Correct)
10,2,Machine politics was based on ideologies of different political parties.,True (Incorrect),False (Correct)
10,3,Which of the following is the reason why the proponents of the Constitution were fearful of the rise of factions?,They wanted to establish a high-handed government. (Incorrect),Most of the proponents were supporters of the institution of slavery.,They believed a majority faction could seize control of government. (Correct),They believed the advent of factions would diminish the importance of majority rule.,They supposed that factions always support the views of minority.
10,4,The Whiskey Rebellion was a _____.,rebellion seeking to impose taxes on Whiskey (Incorrect),protest by the farmers on the western frontier (Correct),rebellion against Jeffersonian views on economy,protest by the democrats,rebellion by the landlords who lost their property
10,5,Which of the following was a key aspect of the spoils system that originated during Jacksonian Democracy?,Political parties did not favor their followers. (Incorrect),More than ten political parties existed in the United States.,Party leaders stayed away from election campaigns.,Voters were rewarded for their party loyalty. (Correct),Party leaders were not allowed to take up governmental responsibilities.
10,6,Party machines _____.,use democratic command structures (Incorrect),were more effective in villages than in cities,reduced the importance of political parties in the post-civil war period,were based on strong party ideologies,were cohesive command structures that dominated political life (Correct)
10,7,Which of the following was the impact of the Progressive Movement in the 1880s?,It lessened the parties’ hold over the electoral system. (Correct),The movement fortified the patronage system.,It reduced the importance of direct primary elections.,The movement gave Republicans an advantage over the democrats.,It made the meetings of party elites illegal.
10,8,Policy platforms are plans outlining party positions on issues and the actions leaders will take to implement them if elected.,True (Correct),False
10,9,Which of the following is a major disadvantage of having too many parties in the political system?,It would lead to monopolization of federal offices. (Incorrect),Being the representative of many parties would increase the powers of the President to an undesirable extent.,It would mean that extreme ideological positions would not be supported though they are good for the nation.,Having too many parties will affect the interest of minorities in the nation.,Having too many parties can destabilize the system by confusing voters. (Correct)
10,10,Umbrella organizations _____.,are non-party organizations that work for the welfare of the nation (Incorrect),accommodate a wide range of groups and interests. (Correct),do not entertain mass membership,do not accommodate ethnic constituencies and religious organizations,have a unidirectional goal and work toward achieving them
10,11,Members of Congress officially oversee legislative campaign committee staffs.,True (Correct),False
10,12,What is the significance of national party committees in United States’ politics?,They are the power centers of the largest parties in the United States. (Correct),They directly finance and manage legislative elections in the nation.,They form and dissolve state parties in the United States.,Their members have voting rights when selecting the president of the United States.,They review the drafts of bills before those are presented in the House.
10,13,The president is the official and symbolic leader of his party.,True (Correct),False
10,14,_____ parties are the internal party organizations within each house of Congress.,Political (Incorrect),Local,State,Legislative (Correct),Limited
10,15,A government is said to be divided when _____.,the president and vice president are from two different political parties (Incorrect),more than two parties have representatives in the House of Representatives.,the opinions are highly between the members of the House of Representatives,the opinions are highly between the members of the House and the members of the Senate.,the chief executive is of a different political party from the majority in the legislature (Correct)
10,16,Which of the following is associated with a person’s partisan identification?,Ability to manipulate political information available to him (Incorrect),Tendency to remain passive toward political information,Association with more than one political party (Correct),Long-term attachment to a particular political party,Disinterest towards politics and related issues
10,17,A realignment occurs when _____.,party loyalty declines among the followers (Incorrect),voters make decisions based on the personal attributes of candidates,there is a change in party leadership,there is an enduring shift in party coalition loyalties,an enduring shift occurs in party coalition (Correct)
10,18,A partisan dealignment occurs when _____.,voters make long-term decisions (Incorrect),party loyalty declines among the followers (Correct),there is a change in party leadership,there is a change in the balance of power between two parties,an enduring shift occurs in party coalition
10,19,A proportional representation system is used to for federal elections in the United States.,True (Incorrect),False (Correct)
10,20,"Which of the following terms is best suited to symbolize a loosely organized, conservative-leaning grassroots movement that qualifies as a political party as candidates run for office under its label?",Trifling party (Incorrect),Major party,Local party,State party,Tea party (Correct)
10,21,What is the objective of ideological parties?,To support a variety of minority issues (Incorrect),To oppose a particular candidate,To promote a particular policy agenda (Correct),To promote a particular candidate,To establish a coalition of minority parties
10,22,Which of the following is a major reason for the two-party dominance in the United States?,Electoral colleges use proportional representation systems (Incorrect),Seats are distributed in the U.S. congress according to the proportion of the vote won by particular parties,Elections are conducted by both state and national governments,A single member district plurality system used for elections (Correct),Individuals have to meet the residency requirements of the states to contest elections.
10,23,Which of the following is a major characteristic of proportional representation (PR) systems?,It leads to a two-party dominance political system. (Incorrect),More than one member of a legislature is selected in a single election. (Correct),Seats are distributed to the political party that gained a majority of votes.,This system is used for federal elections in the United States.,PR systems employ smaller districts with a single member.
10,24,Issue advocacy refers to advertising campaigns that focus on legislative policies.,True (Correct),False
10,25,Which of the following describes the patrician spin phenomenon?,The practice of broadcasting divided views through a media (Incorrect),The change in opinions or a change in the political party,The practice of interpreting events that favors a particular side (Correct),The practice of favoring multiple candidates during an election,The practice of changing political parties very frequently
